customerid,firstname,lastname,fullname,streetaddress,city,state,zipcode,email,phonenumber,firstpurchasedate,subscribedtoemaillist,gender
672834,Amber,Bounds,Amber Bounds,903 Whisper Ln,Ryde,CA,95680,b.amber@gmail.com,(916) 488-1072,4/22/2013,FALSE,F
676018,Rosemary,Ellinger,Rosemary Ellinger,5221 Johns Dr,Sacramento,CA,94248,r_ellinger@icloud.com,(916) 564-5936,1/21/2013,FALSE,F
676155,Jack,Gallagher,Jack Gallagher,4873 Juan Way,Carmichael,CA,95609,jackg17@icloud.com,(916) 521-4551,3/3/2013,FALSE,M
678940,Anne,Mullins,Anne Mullins,180 Seyferth Way,Sacramento,CA,94262,a_mullins@yahoo.com,(916) 878-2424,8/21/2013,FALSE,F
679354,Dan,Bunz,Dan Bunz,6481 Coker Ct,Sacramento,CA,95823,dbunz34@zoho.com,(916) 159-1842,8/19/2013,TRUE,M
680104,Louis,Stanfill,Louis Stanfill,9077 Shada Way,Sacramento,CA,95824,s_louis19@mail.com,(916) 643-2727,6/11/2013,TRUE,M
689877,Jeannette,Fluker,Jeannette Fluker,7177 I St,Sacramento,CA,95841,fjeannette17@yahoo.com,(916) 779-6169,10/8/2012,FALSE,F
690100,Don,Rogers,Don Rogers,5769 Silk Tree Way,Sacramento,CA,94286,don_r@yahoo.com,(916) 147-9580,8/10/2012,TRUE,M
693531,Virginia,Czyenski,Virginia Czyenski,1003 Heather Tree Dr,Elk Grove,CA,95759,vczyenski44@mail.com,(916) 946-1493,10/21/2012,FALSE,F
694281,Sarah,Colangelo,Sarah Colangelo,2231 Vichy Cir,Sacramento,CA,94250,s.colangelo@outlook.com,(916) 425-4981,12/22/2012,FALSE,F
695276,Pauline,Gonzalez,Pauline Gonzalez,9696 Fernwood Way,Ryde,CA,95680,gonzalezp83@mail.com,(916) 742-3697,6/18/2013,TRUE,F
696852,Jamie,Nieto,Jamie Nieto,6075 Dewey Blvd,Courtland,CA,95615,nieto_j@aol.com,(916) 412-8932,8/22/2012,TRUE,M
701211,Lillian,Chambers,Lillian Chambers,2814 Southbury Ct,Sacramento,CA,94291,chambers.l@outlook.com,(916) 622-9840,7/19/2013,FALSE,F
701816,Jermaine,Dye,Jermaine Dye,497 Durney Ct,Ryde,CA,95680,dyej@zoho.com,(916) 313-2324,11/12/2012,TRUE,M
702197,Ian,Hecox,Ian Hecox,1148 Cool Water Ct,Sacramento,CA,94254,h_ian@mail.com,(916) 929-1850,7/19/2013,TRUE,M
703083,Derrek,Lee,Derrek Lee,5253 Longboat Key Way,Sacramento,CA,95821,derrekl@aol.com,(916) 722-0407,12/17/2012,TRUE,M
706101,Carla,Boisvert,Carla Boisvert,9275 Ashland Way,Sacramento,CA,94291,boisvert_c56@mail.com,(916) 278-8291,4/8/2013,FALSE,F
706884,Pat,Morita,Pat Morita,1585 Benham Way,Sacramento,CA,94271,pat.m84@aol.com,(916) 591-6932,5/2/2013,FALSE,M
707458,Barbi,Benton,Barbi Benton,7315 Timberwood Ct,Sacramento,CA,95821,b.barbi@outlook.com,(916) 627-0315,7/15/2012,TRUE,F
710047,Jeanne,Bluhm,Jeanne Bluhm,5427 Veralee Ln,Orangevale,CA,95662,bjeanne24@aol.com,(916) 777-4620,5/24/2013,TRUE,F
714277,Edith,Ryan,Edith Ryan,5987 Narwal Pl,Elk Grove,CA,95757,r_edith@gmail.com,(916) 183-5615,7/3/2012,FALSE,F
714947,Erika,Michel,Erika Michel,3628 Kam Ct,Sacramento,CA,94236,michel_e@aol.com,(916) 938-6345,8/16/2013,FALSE,F
717234,Dale,Brown,Dale Brown,8322 Esquire Dr,Sacramento,CA,94240,dale_b@gmail.com,(916) 874-2319,8/28/2013,TRUE,M
719921,Geoff,Jenkins,Geoff Jenkins,4319 Explorer Dr,Sacramento,CA,95819,j.geoff@mail.com,(916) 327-8833,5/10/2013,TRUE,M
720602,Lori,Tucker,Lori Tucker,8335 Deeble St,Sacramento,CA,94280,lori_t46@aol.com,(916) 489-5893,10/9/2012,FALSE,F
722547,Charles,Roberts,Charles Roberts,9788 Tyne Fell Ct,Sacramento,CA,95816,charlesr@gmail.com,(916) 116-9326,7/14/2012,TRUE,M
723057,Justin,Bannan,Justin Bannan,9790 Silverleaf Way,Folsom,CA,95630,j_bannan49@icloud.com,(916) 251-2296,11/29/2012,FALSE,M
723819,Casey,Weathers,Casey Weathers,552 Stewart Rd,Sacramento,CA,95894,c_weathers@fastmail.com,(916) 526-7080,12/8/2012,FALSE,M
724700,Steve,Cronin,Steve Cronin,6200 Waterash Way,Wilton,CA,95693,steve.c16@icloud.com,(916) 701-2617,11/25/2012,TRUE,M
724813,Bill,Munson,Bill Munson,3591 Barbara St,Sacramento,CA,94235,b.munson@fastmail.com,(916) 340-6319,8/13/2012,TRUE,M
728908,Laura,Sampson,Laura Sampson,9457 Wesley Ave,Sacramento,CA,95827,l.sampson@zoho.com,(916) 612-1465,9/12/2013,FALSE,F
729740,Mark,Spitz,Mark Spitz,5856 Jade Ct,Sacramento,CA,94247,spitz.m@yahoo.com,(916) 168-8482,8/28/2013,FALSE,M
730305,Natalie,Zeller,Natalie Zeller,9479 Macarlen Way,Rancho Murieta,CA,95683,nataliez@mail.com,(916) 274-2578,7/26/2013,TRUE,F
731346,Jeff,Blauser,Jeff Blauser,3569 Inman Way,Sacramento,CA,94269,j_blauser85@hotmail.com,(916) 928-4527,7/18/2013,FALSE,M
734514,Deborah,Blum,Deborah Blum,7444 Cassatt Way,Sacramento,CA,95822,dblum21@mail.com,(916) 512-5092,3/2/2013,FALSE,F
734624,Brittany,Hatcher,Brittany Hatcher,5957 Gleneagle Way,Sacramento,CA,95823,brittany.h@zoho.com,(916) 678-8623,11/21/2012,FALSE,F
736500,Ken,Rose,Ken Rose,2921 Pelican Way,Sacramento,CA,94296,rosek@gmail.com,(916) 981-0527,7/2/2012,TRUE,M
737707,Cecil,Wallace,Cecil Wallace,2568 Boscastle Way,Sacramento,CA,94234,wallace.c@gmail.com,(916) 608-1910,9/24/2012,TRUE,M
738357,Margie,Pittman,Margie Pittman,5311 El Valle Way,Sacramento,CA,95899,m.pittman@hotmail.com,(916) 767-0941,2/17/2013,FALSE,F
739393,Lisa,Ling,Lisa Ling,6496 Fairgate Rd,Sacramento,CA,95832,l.lisa12@mail.com,(916) 220-8292,9/2/2013,TRUE,F
739440,Marjorie,Storey,Marjorie Storey,1031 Shadow Creek Dr,Elk Grove,CA,95757,s_marjorie@yahoo.com,(916) 466-3813,12/25/2012,TRUE,F
739669,Max,Baer,Max Baer,8392 Southbreeze Dr,Sacramento,CA,94274,mbaer@outlook.com,(916) 387-6698,9/26/2012,TRUE,M
741398,Nora,Rhea,Nora Rhea,8373 Sitton Way,Sacramento,CA,95836,r_nora@zoho.com,(916) 490-1857,5/31/2013,TRUE,F
741514,Annie,Matthews,Annie Matthews,7382 Village Center Dr,Sacramento,CA,95817,anniem@aol.com,(916) 494-3312,8/13/2012,FALSE,F
742620,Joan,Didion,Joan Didion,355 Spinnaker Way,Sacramento,CA,95865,jdidion49@aol.com,(916) 167-2444,5/12/2013,TRUE,F
743517,Margaret,Hodel,Margaret Hodel,3016 Lido Isle Ln,Elk Grove,CA,95758,margaret_h@mail.com,(916) 609-9534,7/16/2012,TRUE,F
744416,Giovanni,Carmazzi,Giovanni Carmazzi,3132 Arnold Ct,Sacramento,CA,94203,carmazzig@icloud.com,(916) 770-6380,7/31/2013,FALSE,M
744648,Mark,Goodson,Mark Goodson,3034 Gaylord Ct,Sacramento,CA,94232,g_mark@gmail.com,(916) 851-6583,6/9/2013,TRUE,M
744780,Sammie,Stroughter,Sammie Stroughter,6943 Cobblefield Dr,Sacramento,CA,94284,stroughter.s@mail.com,(916) 225-5867,9/11/2013,FALSE,M
745543,Donna,Hume,Donna Hume,375 Sheedy Ct,Sacramento,CA,95831,hume_d@mail.com,(916) 265-7170,2/26/2013,FALSE,F
746134,Patrick,Ianni,Patrick Ianni,323 Malt Ct,Sacramento,CA,94236,ianni.p72@gmail.com,(916) 865-0877,1/29/2013,FALSE,M
747066,Lance,Briggs,Lance Briggs,2794 California Loop,Sacramento,CA,95834,lanceb@outlook.com,(916) 719-9413,10/5/2012,TRUE,M
748326,Eric,Stevens,Eric Stevens,6211 Sea Hawk Pl,Sacramento,CA,94273,stevense@mail.com,(916) 900-7122,12/20/2012,TRUE,M
755271,Rosalie,Mclaurin,Rosalie Mclaurin,8654 Seaborg Way,Sacramento,CA,94254,mclaurinr87@fastmail.com,(916) 899-7327,9/7/2012,FALSE,F
756769,Syd'Quan,Thompson,Syd'Quan Thompson,920 Foppiano Way,Sacramento,CA,95825,t_syd'quan@gmail.com,(916) 422-2770,12/14/2012,TRUE,M
756928,William,Vollmann,William Vollmann,1227 McClatchy Way,Sacramento,CA,94246,william_v@aol.com,(916) 400-5995,12/11/2012,TRUE,M
757525,Brian,Posehn,Brian Posehn,7425 Aljo Way,Sacramento,CA,94262,brian.p@yahoo.com,(916) 982-5407,2/25/2013,TRUE,M
757780,Bertha,Kirby,Bertha Kirby,8389 Attawa Ave,Sacramento,CA,95814,kbertha@mail.com,(916) 892-9348,11/5/2012,TRUE,F
759995,Mark,Twain,Mark Twain,2319 Hillcrest Way,Rio Linda,CA,95673,m.twain@mail.com,(916) 834-7912,12/11/2012,FALSE,M
761615,James,Campen,James Campen,8067 Nashua Way,Sacramento,CA,95865,j.campen@icloud.com,(916) 258-2710,4/13/2013,TRUE,M
762509,Jason,Sehorn,Jason Sehorn,9072 Land Park Dr,Elk Grove,CA,95624,sehornj@mail.com,(916) 992-2365,8/21/2013,TRUE,M
765237,Chris,Bosio,Chris Bosio,9109 Piccadilly Cir,Sacramento,CA,94209,bosio.c@mail.com,(916) 595-7660,1/10/2013,FALSE,M
766161,Dora,Gray,Dora Gray,2351 Winterhaven Ave,Ryde,CA,95680,dora.g@mail.com,(916) 142-5906,4/14/2013,TRUE,F
766737,Nathaniel,Hackett,Nathaniel Hackett,4843 Kintyre Pen Pl,Elk Grove,CA,95757,hackett.n@aol.com,(916) 604-7326,5/7/2013,TRUE,M
767570,Otis,Griffin,Otis Griffin,6322 Mary Lou Way,Sacramento,CA,95842,o_griffin@gmail.com,(916) 996-4789,1/14/2013,TRUE,M
771285,Brian,Lewis,Brian Lewis,3514 Wolfboro Ct,Sacramento,CA,95820,brian.l@mail.com,(916) 482-0354,8/4/2012,FALSE,M
772690,David,Terrell,David Terrell,4799 Saints Way,Sacramento,CA,94274,t_david@hotmail.com,(916) 474-9350,8/30/2013,TRUE,M
775449,John,Cox,John Cox,1232 Chambord Ct,Citrus Heights,CA,95611,john.c@gmail.com,(916) 631-3678,3/15/2013,FALSE,M
776775,Bob,Stubbs,Bob Stubbs,5792 Pasadena Ave,Sacramento,CA,94206,bob_s@fastmail.com,(916) 488-4096,12/10/2012,FALSE,M
777145,Anne,Leibowitz,Anne Leibowitz,9316 Earlcort Cir,Rancho Cordova,CA,95670,a_leibowitz@outlook.com,(916) 475-7203,5/31/2013,TRUE,F
781523,Lillian,Kershaw,Lillian Kershaw,2815 Artesian Ct,Sacramento,CA,95852,klillian72@fastmail.com,(916) 551-8676,3/23/2013,TRUE,F
781968,Doug,Davis,Doug Davis,2161 Baldwin Way,Sacramento,CA,95816,davisd@aol.com,(916) 658-9549,9/21/2012,TRUE,M
782947,Kris,Gonzalez,Kris Gonzalez,5791 Gandy Way,Sacramento,CA,95826,krisg@hotmail.com,(916) 787-6596,3/5/2013,TRUE,F
783369,Debra,Sellers,Debra Sellers,6981 Cloud Crest Way,Sacramento,CA,94254,sdebra@zoho.com,(916) 344-3576,5/24/2013,FALSE,F
784218,Keith,Lewis,Keith Lewis,6307 Paul Ave,Sacramento,CA,95833,k_lewis@fastmail.com,(916) 302-3328,2/14/2013,FALSE,M
785444,Myra,Sabo,Myra Sabo,6250 Wah Ave,Sacramento,CA,94245,myra.s@fastmail.com,(916) 435-5903,2/22/2013,TRUE,F
789065,Molly,Ringwald,Molly Ringwald,5838 Enclave Pl,Folsom,CA,95671,mollyr@zoho.com,(916) 161-0476,1/25/2013,TRUE,F
789308,Sherry,Farrington,Sherry Farrington,8138 Calderwood Ln,Antelope,CA,95843,sfarrington@fastmail.com,(916) 359-4397,7/18/2012,TRUE,F
789500,Gabe,Gardner,Gabe Gardner,9591 Hood Franklin Rd,Sacramento,CA,94259,gabe.g97@gmail.com,(916) 648-6792,7/27/2012,TRUE,M
791559,Katherine,Sabo,Katherine Sabo,4757 Klingon Ct,Sacramento,CA,94279,katherine.s25@hotmail.com,(916) 724-6368,1/5/2013,FALSE,F
791850,Priscilla,Wald,Priscilla Wald,9315 Reichmuth Way,Sacramento,CA,94257,waldp@yahoo.com,(916) 826-2306,10/10/2012,TRUE,F
793987,Eason,Ramson,Eason Ramson,7998 Manitoba Ave,Sacramento,CA,94278,reason81@mail.com,(916) 208-9238,3/3/2013,TRUE,M
795957,Emily,Rath,Emily Rath,1558 Wood Gate Way,Sacramento,CA,94237,remily@outlook.com,(916) 979-9161,8/12/2012,FALSE,F
796796,Scott,McCarron,Scott McCarron,4808 Wilshire Ave,Citrus Heights,CA,95621,mccarrons@gmail.com,(916) 177-4655,2/10/2013,FALSE,M
797968,Mike,Lincoln,Mike Lincoln,5215 Mulberry Ln,Carmichael,CA,95609,m_lincoln@fastmail.com,(916) 699-7676,8/4/2013,TRUE,M
798336,Sally,Edwards,Sally Edwards,3818 Fell St,Sacramento,CA,95836,esally83@mail.com,(916) 484-7660,6/16/2013,FALSE,F
800121,Jamie,Anderson,Jamie Anderson,3240 Villanova Cir,Sacramento,CA,95814,anderson.j@fastmail.com,(916) 535-0873,1/24/2013,TRUE,F
803700,Michael,Stewart,Michael Stewart,4527 Helsinki Way,Sacramento,CA,94239,michaels@hotmail.com,(916) 468-7739,3/30/2013,FALSE,M
806545,Rhonda,Kraus,Rhonda Kraus,2953 Morena Way,Sacramento,CA,95851,krausr@gmail.com,(916) 685-7610,12/3/2012,TRUE,F
808177,Faye,Champion,Faye Champion,8713 Pennywood Ct,Sacramento,CA,94250,championf@mail.com,(916) 530-2719,4/6/2013,FALSE,F
808421,Kevin,Sutherland,Kevin Sutherland,3895 Magical Walk,Sacramento,CA,95834,kevin.s53@yahoo.com,(916) 845-4172,11/29/2012,TRUE,M
808869,Ryan,Anderson,Ryan Anderson,114 Parkside Ct,Sacramento,CA,95899,a_ryan19@mail.com,(916) 184-8050,2/4/2013,TRUE,M
810369,Bob,Lunn,Bob Lunn,310 Linnet Ct,Sacramento,CA,94267,lunnb@fastmail.com,(916) 451-3320,9/3/2012,FALSE,M
813719,Diego,Corrales,Diego Corrales,3964 Torrance Ave,Sacramento,CA,94298,c_diego@aol.com,(916) 272-2449,6/24/2013,TRUE,M
814317,Alyssa,Anderson,Alyssa Anderson,8686 Scranton Cir,Sacramento,CA,94258,aalyssa20@fastmail.com,(916) 632-3104,4/17/2013,TRUE,F
814512,Max,Baer,Max Baer,4707 Holiday Cove Ct,Sacramento,CA,94208,b.max@zoho.com,(916) 492-7752,9/5/2012,TRUE,M
815980,Dan,Boitano,Dan Boitano,212 Rushden Dr,Sacramento,CA,94279,boitanod@mail.com,(916) 895-7304,11/20/2012,FALSE,M
817159,Geno,Petralli,Geno Petralli,3889 Majestic Ln,Isleton,CA,95641,genop@outlook.com,(916) 480-4774,8/7/2012,FALSE,M
817274,Viola,Kraus,Viola Kraus,9907 Dutton Way,Sacramento,CA,95823,violak99@mail.com,(916) 786-7681,8/24/2013,TRUE,F
817500,Genevieve,Matthews,Genevieve Matthews,391 New Sacto Way,Sacramento,CA,94237,g.matthews@icloud.com,(916) 603-5471,1/18/2013,FALSE,F
818287,Ramona,Mullins,Ramona Mullins,1291 Chesterton Way,Carmichael,CA,95609,ramona.m@outlook.com,(916) 298-7042,5/27/2013,TRUE,F
822823,Debbie,Meyer,Debbie Meyer,1972 Morrow St,Sacramento,CA,95852,meyerd3@mail.com,(916) 769-2914,5/26/2013,TRUE,F
825249,Robert,Awalt,Robert Awalt,5952 Jumilla Way,Sacramento,CA,94259,arobert@icloud.com,(916) 980-5331,3/31/2013,FALSE,M
826590,Belinda,Ellis,Belinda Ellis,4452 Golden Poplar Ave,Sacramento,CA,94234,bellis@gmail.com,(916) 635-6679,8/21/2013,TRUE,F
832914,Michael,Roe,Michael Roe,8040 Elster Ct,Sacramento,CA,94211,rmichael@outlook.com,(916) 556-8912,9/4/2012,TRUE,M
833180,Jessica,Chastain,Jessica Chastain,8736 Arabis Ct,Sacramento,CA,94259,chastain_j@icloud.com,(916) 642-8202,4/14/2013,FALSE,F
837763,Alex,Honnold,Alex Honnold,2968 Syracuse Way,Sacramento,CA,95826,alex_h@zoho.com,(916) 438-4104,8/20/2012,TRUE,M
838924,Reggie,Rogers,Reggie Rogers,9756 Prodperine Pl,Sacramento,CA,95816,rreggie@fastmail.com,(916) 279-6827,8/13/2013,TRUE,M
840096,Dek,Bake,Dek Bake,8975 Silk Ct,Sacramento,CA,95825,dek_b@mail.com,(916) 989-3722,2/26/2013,FALSE,M
840970,Sam,Warburg,Sam Warburg,1680 Red Robin Ln,Sacramento,CA,94263,sam.w48@hotmail.com,(916) 114-4344,2/17/2013,TRUE,M
841141,Trevor,Matich,Trevor Matich,2305 Red Wolf Dr,Sacramento,CA,95819,trevorm@outlook.com,(916) 517-8756,8/31/2012,FALSE,M
841831,Joe,Inglett,Joe Inglett,8657 Normington Dr,Sacramento,CA,94282,inglett_j@hotmail.com,(916) 245-5714,1/20/2013,FALSE,M
842028,Jean,Zeller,Jean Zeller,6156 Sachi Way,Sacramento,CA,95838,zellerj@hotmail.com,(916) 935-8084,5/18/2013,FALSE,F
846558,David,de Berry,David de Berry,3420 Yale St,Sacramento,CA,94230,david_d5@yahoo.com,(916) 913-9683,2/24/2013,TRUE,M
846722,Bessie,Gold,Bessie Gold,1397 Lieto Way,Sacramento,CA,94257,gbessie@yahoo.com,(916) 653-6816,9/18/2013,FALSE,F
847289,Jennifer,Hopper,Jennifer Hopper,7225 Mill Branch Ct,Sacramento,CA,94283,jenniferh@yahoo.com,(916) 843-4707,2/6/2013,TRUE,F
850933,Spencer,Havner,Spencer Havner,2523 San Joaquin St,Sacramento,CA,94280,havner.s@gmail.com,(916) 437-5153,3/29/2013,TRUE,M
850952,Phil,Snow,Phil Snow,4862 Mira Vista St,Sacramento,CA,94235,phils20@gmail.com,(916) 121-7521,2/16/2013,FALSE,M
852319,Stan,Hack,Stan Hack,3339 Royal Down Cir,Sacramento,CA,94271,hstan@hotmail.com,(916) 557-0846,2/21/2013,FALSE,M
852925,Ellyse,Casteel,Ellyse Casteel,8881 Libra Ave,Sacramento,CA,94286,ellyse_c@yahoo.com,(916) 907-5683,10/2/2012,FALSE,F
857548,Stan,Atkinson,Stan Atkinson,9421 W Lincoln Ave,Sacramento,CA,94298,s_atkinson@mail.com,(916) 630-4753,8/27/2013,TRUE,M
860057,Daimon,Shelton,Daimon Shelton,9337 Dutton Way,Sacramento,CA,94291,daimon_s@gmail.com,(916) 989-2816,7/10/2012,TRUE,M
862302,Tammy,Hansen,Tammy Hansen,8455 Tracy Ct,Sacramento,CA,95840,tammy_h@mail.com,(916) 518-7652,7/15/2012,TRUE,F
864896,Frank-Paul,Santangelo,Frank-Paul Santangelo,2743 Mohamed Oaks Ct,Elk Grove,CA,95759,frank-pauls@hotmail.com,(916) 796-8873,7/3/2012,TRUE,M
866556,James,House,James House,3028 Rio Cresta Way,Galt,CA,95632,house.j@zoho.com,(209) 572-2994,2/3/2013,FALSE,M
866847,Natalie,Gulbis,Natalie Gulbis,2984 Comanche Way,Fair Oaks,CA,95628,natalie_g@mail.com,(916) 580-4604,2/17/2013,TRUE,F
872851,Sheri,Mcabee,Sheri Mcabee,8694 Macfinley Way,Sacramento,CA,94298,m_sheri@mail.com,(916) 948-9907,10/3/2012,FALSE,F
877877,Kathy,Murphy,Kathy Murphy,7967 Icarus Ct,McClellan,CA,95652,kathym@outlook.com,(916) 961-0425,8/24/2013,TRUE,F
879173,Mabel,Bales,Mabel Bales,4355 Volga Way,Wilton,CA,95693,bales.m34@hotmail.com,(916) 277-6407,2/2/2013,TRUE,F
880238,Lynn,Bell,Lynn Bell,5963 Shepard Ave,Sacramento,CA,94279,lynnb@mail.com,(916) 917-4314,11/2/2012,TRUE,F
882493,Myra,Bashaw,Myra Bashaw,5600 Inspiration Ln,Sacramento,CA,94247,b_myra@fastmail.com,(916) 567-0300,5/29/2013,FALSE,F
884368,Cheryl,Walker,Cheryl Walker,6739 Bimini Ct,Sacramento,CA,95841,cheryl.w@gmail.com,(916) 229-1876,2/4/2013,FALSE,F
884607,Skylar,Thomas,Skylar Thomas,577 Don Merlino Ct,Sacramento,CA,94244,thomas.s@aol.com,(916) 535-4030,9/8/2012,FALSE,F
884729,Sam,Elliott,Sam Elliott,7532 Squirewood Ct,Sacramento,CA,95820,sam_e68@mail.com,(916) 429-6412,2/23/2013,FALSE,F
885548,Richard,Hellesen,Richard Hellesen,6110 Vanier Ct,Sacramento,CA,94211,hellesen_r@fastmail.com,(916) 269-2760,4/1/2013,TRUE,M
888759,Ann,Bingaman,Ann Bingaman,9411 Kirk Way,Sacramento,CA,94273,bingamana@outlook.com,(916) 330-3800,6/1/2013,TRUE,F
888952,Jerry,Royster,Jerry Royster,2329 Yuma Cir,Herald,CA,95638,r.jerry@aol.com,(209) 811-6793,4/8/2013,TRUE,M
889686,Suzi,Gardner,Suzi Gardner,5592 Strawberry Ln,Sacramento,CA,94283,gardner_s43@hotmail.com,(916) 184-3401,6/21/2013,FALSE,F
890270,John,O'Sullivan,John O'Sullivan,5131 Lamont Way,Sacramento,CA,95840,johno@zoho.com,(916) 149-9240,9/2/2012,TRUE,M
890497,Brie,Larson,Brie Larson,161 David Way,Sacramento,CA,95818,brie_l@icloud.com,(916) 390-7315,5/6/2013,FALSE,F
890651,Sonia,Dunkin,Sonia Dunkin,7979 Arroyo Vista Dr,Folsom,CA,95671,sonia.d19@aol.com,(916) 143-0056,4/21/2013,FALSE,F
891738,Gary,Hoffman,Gary Hoffman,856 William Way,Sacramento,CA,94295,hoffman_g@outlook.com,(916) 261-7047,5/31/2013,TRUE,M
892883,Leona,Weber,Leona Weber,5188 Vorden Rd,Sacramento,CA,95838,weberl@icloud.com,(916) 930-7602,3/31/2013,TRUE,F
893039,Kathy,Decker,Kathy Decker,993 Lomax Ct,McClellan,CA,95652,kathy.d@icloud.com,(916) 689-3267,9/13/2012,FALSE,F
897614,John,Vukovich,John Vukovich,9558 Agree Ct,Sacramento,CA,94247,johnv@mail.com,(916) 527-5653,6/29/2013,TRUE,M
897980,Josephine,Hoff,Josephine Hoff,826 Chatfield Dr,Sacramento,CA,94259,hoff.j@zoho.com,(916) 577-7067,4/9/2013,FALSE,F
900440,Kayla,Isham,Kayla Isham,977 Glenmont Way,Citrus Heights,CA,95621,kisham@zoho.com,(916) 194-2920,4/3/2013,FALSE,F
901388,Victor,Wong,Victor Wong,7122 El Viento Way,Sacramento,CA,94295,wong_v@hotmail.com,(916) 724-6932,2/27/2013,FALSE,M
905670,Joyce,Fernandez,Joyce Fernandez,1813 El Centro Rd,Sacramento,CA,95851,jfernandez@yahoo.com,(916) 307-5207,12/5/2012,FALSE,F
908328,Callie,Douglas,Callie Douglas,2928 Gramont Way,Sacramento,CA,94208,d_callie@gmail.com,(916) 695-5224,3/1/2013,TRUE,F
908768,Doris,Coley,Doris Coley,7129 Caswell Ct,Sacramento,CA,94234,coley_d@hotmail.com,(916) 766-6981,2/24/2013,TRUE,F
911171,Dawn,Oxley,Dawn Oxley,4382 Gazania Ct,Sacramento,CA,94232,oxley_d@hotmail.com,(916) 992-1299,5/1/2013,TRUE,F
912671,Maxine,Hamilton,Maxine Hamilton,8884 Samwood Ct,Rancho Cordova,CA,95670,mhamilton@gmail.com,(916) 327-0230,5/5/2013,TRUE,F
915766,Fernando,Viña,Fernando Viña,6189 Kathryn Way,Sacramento,CA,94249,f.viña53@mail.com,(916) 119-3117,9/8/2013,TRUE,M
917728,Maxine,Wylie,Maxine Wylie,3796 Northfield Dr,Sacramento,CA,94208,wyliem@fastmail.com,(916) 108-1505,3/20/2013,TRUE,F
918682,Matt,Barnes,Matt Barnes,684 Naponee Ct,Elk Grove,CA,95758,barnesm@gmail.com,(916) 738-4763,6/15/2013,TRUE,M
921792,Candace,Storms,Candace Storms,1328 Schutt Way,Sacramento,CA,94206,s_candace@fastmail.com,(916) 858-7222,1/19/2013,FALSE,F
921901,Fannie,Wooldridge,Fannie Wooldridge,1806 Tetlow Ct,Sacramento,CA,94239,fanniew@fastmail.com,(916) 861-3996,6/28/2013,FALSE,F
924361,Ben,Campbell,Ben Campbell,1325 Dundalk Ct,Elk Grove,CA,95624,campbell_b46@gmail.com,(916) 293-2312,8/31/2013,TRUE,M
924649,Manny,Parra,Manny Parra,5695 Chapeau Ct,Sacramento,CA,94279,m.parra@yahoo.com,(916) 158-2271,8/3/2012,FALSE,M
924947,Bob,Wilkins,Bob Wilkins,8171 Boston Ct,Sacramento,CA,95811,wilkins.b@outlook.com,(916) 957-4051,4/19/2013,FALSE,M
925565,Raymond,Carver,Raymond Carver,7078 Reenel Way,Folsom,CA,95763,carver_r@aol.com,(916) 685-8458,1/18/2013,FALSE,M
926144,Jackie,Greene,Jackie Greene,7537 San Luis Ct,Sacramento,CA,95852,jackie_g@outlook.com,(916) 693-5191,3/3/2013,TRUE,M
926289,Cindy,Ramirez,Cindy Ramirez,3827 Durfee Way,Sacramento,CA,94206,c_ramirez83@mail.com,(916) 443-7206,9/3/2012,TRUE,F
927518,Clancy,Barone,Clancy Barone,6266 Dalhart Way,Sacramento,CA,94297,b_clancy@zoho.com,(916) 667-4363,8/3/2013,FALSE,M
929344,Jack,Parker,Jack Parker,1204 Chamonix Way,Sacramento,CA,94254,parker_j@mail.com,(916) 774-1199,12/4/2012,TRUE,M
932618,Natasha,Lyon,Natasha Lyon,7922 Rivershore Ct,Sacramento,CA,95842,lnatasha@icloud.com,(916) 133-2669,2/21/2013,FALSE,F
933331,Angela,Boehmer,Angela Boehmer,9034 Pournelle Way,Sacramento,CA,95823,a_boehmer@fastmail.com,(916) 334-5154,5/22/2013,TRUE,F
936214,DeMarcus,Nelson,DeMarcus Nelson,5355 Emerson Rd,Sacramento,CA,95894,n_demarcus@mail.com,(916) 402-6512,9/17/2012,FALSE,M
938006,Ellen,Ontiveros,Ellen Ontiveros,1805 Gypsy Star Way,Sacramento,CA,95824,o.ellen@icloud.com,(916) 192-2636,1/27/2013,TRUE,F
938393,James,Donaldson,James Donaldson,326 Beachcraft Way,Sacramento,CA,95867,james.d@mail.com,(916) 631-6353,10/5/2012,TRUE,M
938417,Jerry,Manuel,Jerry Manuel,6887 Lorton Ct,Sacramento,CA,95831,jerry.m@icloud.com,(916) 501-2040,9/6/2012,FALSE,M
940912,Darren,Oliver,Darren Oliver,4401 Ladino Rd,Sacramento,CA,95853,darreno@zoho.com,(916) 527-1189,2/25/2013,FALSE,M
941876,Helen,Price,Helen Price,7193 Canna Ct,Sacramento,CA,94282,price_h@mail.com,(916) 820-2457,8/9/2013,TRUE,F
944523,Sabrina,Bastian,Sabrina Bastian,3646 Rio De Oro Way,Sacramento,CA,94232,sabrinab2@fastmail.com,(916) 538-2037,7/19/2013,TRUE,F
950299,Pearl,Green,Pearl Green,5141 Academy Way,Sacramento,CA,95864,pgreen@icloud.com,(916) 933-8511,10/3/2012,FALSE,F
951701,Stacy,Smith,Stacy Smith,5498 Grant Ln,Elverta,CA,95626,ssmith@zoho.com,(916) 567-0186,7/7/2012,TRUE,F
